input_body_mean,input_body_sd,true_vac_rad,sliced_vac_rad,true_bodies,sliced_bodies
16,4,1279.9802221328914,1279.1871988678843,19,9
16,4,1702.9528469569798,1448.403847120002,21,10
16,4,1107.784707519617,1059.098254532989,14,6
16,4,1042.2406455146374,983.058674471487,17,6
16,4,1268.9255217075386,751.9058142049008,17,0
16,4,1066.1361945257154,670.7750224856576,19,4
16,4,1057.3359809181172,450.10931007981185,17,2
16,4,1373.6054412015346,1230.854420501803,19,9
16,4,1241.3441156367112,1169.036507124397,10,0
16,4,1202.299758555228,1197.928130088067,19,0
16,4,1321.488077460683,1147.6066792923239,12,0
16,4,999.1585889559448,989.6697029992334,14,0
16,4,822.1294606725035,659.5959479437047,21,6
16,4,1339.4482168388388,1317.1258715475071,19,6
16,4,983.9466792961347,982.5739328535167,12,3
16,4,1187.3057138188126,1184.4446946595842,24,2
16,4,936.3184002150241,813.9596952250165,15,0
16,4,994.3502494907017,981.2812643389551,10,1
16,4,954.4369292244119,757.0188907809526,19,9
16,4,1114.1221769533333,1031.2802477486766,15,9
16,4,956.7455262091613,900.1288028773156,11,1
16,4,1298.26544149717,1120.6060853667445,16,0
16,4,1780.7096673278274,1338.344783782289,13,11
16,4,942.8871938332439,565.5512083025621,18,0
16,4,1054.0166560888704,874.8046145146575,16,0
16,4,1332.875580929926,626.8611746660731,17,1
16,4,1302.0247027976766,1091.2004893991113,13,8
16,4,1512.9881912177839,1394.9630439037192,21,14
16,4,1106.7915638229058,926.9699102693933,26,0
16,4,950.8164298689002,950.1553889417034,14,3
16,4,1246.5014019478215,1245.6022058210247,20,0
16,4,1307.2863620003793,757.1208127453488,19,0
16,4,726.97887539181,719.1245613456513,13,6
16,4,858.5772395114766,857.9035867848478,18,6
16,4,682.8366641480977,341.3833071313199,11,3
16,4,912.2141544277216,912.1941821894442,9,1
16,4,1086.5306448099332,1026.933657566216,18,9
16,4,1259.8662907387688,1219.633078358811,12,1
16,4,1775.7947137784151,1179.351618283074,11,0
16,4,1533.6556108057807,831.9003892846174,19,3
16,4,748.1384718311566,701.0804206980907,21,2
16,4,1175.2816180427146,1167.9211641654072,21,0
16,4,777.6198690346936,426.4787435550138,14,2
16,4,1251.0381944690382,1076.4862529569145,18,12
16,4,913.3880469524195,707.297294628473,17,5
16,4,1529.1952603701643,1452.4216658127573,14,0
16,4,1067.1110671730337,1012.1595677655331,16,0
16,4,861.4447318728172,514.307623748904,20,1
16,4,683.0883798036523,653.0875871881892,9,4
16,4,701.3162909550837,701.273424521592,14,9
16,4,1784.2220808884638,1647.057959928736,19,3
16,4,1383.7436389695233,709.4563673460136,22,0
16,4,1224.594581564798,1182.840003113404,9,0
16,4,663.6494575208278,555.8646819975793,15,1
16,4,1579.2156323041645,1479.0935721014146,20,4
16,4,1194.257716542073,648.0823231234351,19,2
16,4,1381.68162009197,1058.9751377048071,21,0
16,4,937.4639624788185,800.601425409809,13,0
16,4,898.3138719587432,569.3715129650428,16,4
16,4,740.1992482404496,739.0807316366232,25,12
16,4,1096.1178146227098,495.9812035895811,15,1
16,4,1503.2849907419943,1503.284648249912,17,0
16,4,577.7634883673867,470.01229199409727,19,7
16,4,1219.1894931639563,689.4368481699166,17,4
16,4,1166.7314742081567,919.4581986548667,18,9
16,4,798.729716271118,542.1271930193064,25,0
16,4,1559.3032968474904,1237.2136564602545,15,0
16,4,929.8736229250158,511.84334477487556,11,4
16,4,736.934752009697,599.8243192085622,17,3
16,4,869.8503263233958,564.7647711672347,14,3
16,4,1045.0589127096434,984.7439998300993,18,11
16,4,680.2968183163576,604.1521894106514,18,4
16,4,1305.2941186022747,1277.991496240069,11,3
16,4,745.1537751862076,624.2712791671242,18,2
16,4,1181.2725532373722,980.6042262860709,15,9
16,4,1062.1227007181585,761.0009170930592,12,8
16,4,1628.3207048436298,1340.86990777361,14,4
16,4,1559.2024724110083,1446.95089561811,20,4
16,4,1416.1886113391947,1415.5443136924666,15,0
16,4,986.0779377081949,718.059464712249,11,4
16,4,1427.0009304721639,1332.0373138884281,21,6
16,4,1316.1891616147946,1311.479192346945,14,0
16,4,1848.2131871623917,1848.2131871623917,12,0
16,4,1055.2225409519747,1054.6543282064458,15,4
16,4,752.001030440733,752.001030440733,4,0
16,4,1083.154477361863,723.8803679029743,12,1
16,4,1015.4157629489251,545.849524532819,13,1
16,4,1057.2047167864637,923.5789631810958,10,0
16,4,1808.9633227552183,934.5970612187349,18,0
16,4,1243.2579828902988,931.0388081173099,15,9
16,4,870.5337715404274,829.3252868248491,12,0
16,4,1254.0276519976856,1252.5188514975525,17,0
16,4,774.0700538269723,628.9573990484802,15,0
16,4,1075.041430950592,1013.673216400466,17,1
16,4,621.9269904335664,609.7225349526119,14,7
16,4,1240.773571456689,958.3232253497775,9,2
16,4,1367.4966339902742,1229.1265055175138,16,0
16,4,1034.7380192548283,981.6831332392617,20,10
16,4,1453.1427954933968,1405.0758456155222,8,0
16,4,1134.9022467805414,568.8664212137306,18,4
16,4,1503.7480905997475,1466.4914712046877,15,1
16,4,918.3202754845213,907.0543340906887,16,4
16,4,1268.3314283377279,991.6729092724039,13,9
16,4,1261.069545836778,950.1075121951698,14,0
16,4,1009.3801912581332,638.0336923603658,20,0
16,4,975.5750239459156,600.2738462497008,12,8
16,4,850.1014204938674,428.6772641789826,21,0
16,4,1149.3768226004745,874.8870996782587,16,0
16,4,1362.78971237735,1357.795113681833,19,0
16,4,1189.4918243611935,1042.0378022118045,24,0
16,4,1225.654903497023,609.1253123941276,16,2
16,4,1294.1245987694497,683.5396508658687,13,0
16,4,936.37716681024,934.3058389234776,16,7
16,4,811.1963291045951,357.8145501132148,17,0
16,4,742.3613531331938,328.4885077597362,19,0
16,4,1137.186745281437,542.0435861658088,20,3
16,4,1184.507731506534,827.2276190322312,10,0
16,4,1126.4385941066976,1116.293763384912,20,4
16,4,840.0340188792798,802.0576567254434,11,0
16,4,1099.1293511866054,1097.8566409931725,13,0
16,4,922.1709452236881,901.2433066304394,18,1
16,4,1334.2789992953153,1300.0263644737652,26,5
16,4,967.634148178793,956.5519220033183,19,1
16,4,1263.3683261948993,1260.6202690518658,15,0
16,4,1661.2213011239085,322.26434809793165,15,0
16,4,1387.7733251977832,1155.185817483454,21,0
16,4,1021.6847769453981,899.3282353742467,12,0
16,4,1472.314315412706,959.0291271160695,17,7
16,4,806.3641597042836,763.3519194965746,17,0
16,4,627.2482934675743,361.0974876725762,25,5
16,4,1253.0240081458294,315.54373543998656,17,3
16,4,923.5503247841541,922.4995416447782,13,1
16,4,975.1460999734863,808.3182397451093,15,0
16,4,1323.2699832029662,1137.1424503331177,11,5
16,4,1303.8139634455204,1115.576883182744,13,0
16,4,1080.3188576979055,563.4066380938037,15,0
16,4,1721.917759951134,1713.8716733512424,25,0
16,4,1652.8175184654135,1242.4407264882796,20,12
16,4,900.538774994361,862.1448563128732,16,0
16,4,942.178114879399,630.5562931448464,15,0
16,4,930.0776166824822,908.3080551244711,13,1
16,4,940.9239124933046,851.6993237788374,17,10
16,4,914.8269890135624,746.0132306291177,16,8
16,4,1381.526610351357,1143.3218379742275,22,10
16,4,1616.3161138723583,1248.839530797172,16,10
16,4,1034.6708614619276,1021.7977459295936,17,6
16,4,1032.2221567720462,423.4755153609105,15,1
16,4,688.081188320338,682.6645216871739,23,12
16,4,1105.8443341626917,1000.9856564931019,15,0
16,4,1281.6791169681749,786.148683351914,14,0
16,4,812.2647767030728,800.4559004641244,10,0
16,4,1026.9899378358023,817.4114348417919,10,3
16,4,972.3729315256677,914.9762262766558,14,0
16,4,1092.9601004852557,867.3145149134014,19,0
16,4,1336.6111811784851,1326.839093498556,19,0
16,4,757.5093156612719,494.96204606419707,14,0
16,4,1448.41368760666,1203.2730756349918,25,0
16,4,1763.7537148324602,1590.432469090139,17,0
16,4,939.2207170046269,809.9651310274005,17,2
16,4,1003.1856356963466,865.6953516602499,21,13
16,4,975.2072988031769,894.5471264455549,15,0
16,4,1110.338707187738,800.5666362843458,11,0
16,4,1149.417303538029,439.58394081187936,18,1
16,4,843.279393148567,781.731821148003,20,0
16,4,1164.4265744678605,851.4188157182938,14,0
16,4,1534.489569757917,743.1429364971887,19,3
16,4,666.1395728358773,638.606382449139,16,5
16,4,961.5479103196345,747.7063129587175,18,1
16,4,756.1571115094761,756.1570832339908,23,8
16,4,1141.0872657794746,1140.1876339129042,17,0
16,4,1137.1508786234149,1132.2152251216276,6,0
16,4,1512.2461355163618,824.5903145555341,19,0
16,4,1666.466289762496,1111.8870965412357,16,5
16,4,944.4742384087991,845.0613508849312,21,8
16,4,1334.1705220558315,1332.6388504574572,14,7
16,4,1152.2855467554546,1119.8810311259028,16,9
16,4,659.7953870092457,578.2791124812461,17,3
16,4,729.6637037629857,648.643504281748,26,7
16,4,1222.5064228104973,897.7977626247504,9,5
16,4,1375.5681188218769,1371.1570626740727,14,0
16,4,1084.8393020577769,1080.4116437138152,15,3
16,4,1216.6324479696827,1216.6324479696827,23,5
16,4,927.8653219476649,375.4204729603273,24,3
16,4,944.5742942020972,711.5057485931496,17,8
16,4,1232.6295403264987,1048.389019759692,16,11
16,4,1080.5727565072627,969.3518890649813,15,0
16,4,1081.2761461465839,938.690522141705,14,10
16,4,1298.0284854973113,884.6057377313944,18,0
16,4,1012.4146551193569,1012.3876651200678,17,2
16,4,886.9923657022122,744.5298382297503,18,1
16,4,847.4508478362346,774.7510473557023,18,3
16,4,949.9679451383965,938.8066960686983,15,8
16,4,1962.5137753610861,1833.9793198163534,15,0
16,4,889.9845319696085,889.9845319696085,17,4
16,4,916.0863927509793,906.1078395279102,11,0
16,4,1672.8890634845582,1306.2325805490625,18,0
16,4,1046.7614966177157,1046.7614966177157,18,1
16,4,1533.280021241607,1229.093974373322,17,0
16,4,830.3781091010131,695.954562339602,15,0
16,4,1712.3031183470646,979.4587044316316,15,0
16,4,931.2458349973411,312.10160255119945,15,1
16,4,1367.060997859243,1349.261903508291,17,0
16,4,886.3640159557563,768.1583427170606,17,3
16,4,2000.8338275751453,2000.1960456991976,15,0
16,4,1227.8886724706335,1196.2923480334457,16,4
16,4,951.3150501363782,715.1464292686127,15,0
16,4,1100.1356266468565,864.2652497216543,21,0
16,4,1441.355218666146,1404.6691697321,12,0
16,4,894.3285779769989,767.5535907070994,15,3
16,4,1303.499487393643,1190.8365110472569,18,0
16,4,1011.9363635098039,574.9048912813417,17,0
16,4,2099.644819966893,1911.6507923945355,16,1
16,4,859.4771607458817,843.5148261881282,18,11
16,4,1360.8613254300642,1291.5796727935278,19,10
16,4,1125.2764206192721,1021.1985869146578,17,0
16,4,1257.2269807422067,815.82858313197,10,1
16,4,1646.4123844454582,1640.4410162223423,16,0
16,4,1486.7758366248493,1025.7923404614708,18,0
16,4,1264.338875434851,1176.349137115614,20,9
16,4,724.9263155767306,722.151472024596,14,6
16,4,1250.5224815373715,1188.5908625239545,20,0
16,4,1284.2159974706765,1195.479321695379,17,7
16,4,1036.751839603697,818.0167319003231,10,0
16,4,1186.6118215850674,1179.4667325022826,14,0
16,4,1543.993100850686,857.5378975951252,18,0
16,4,1254.0316579570965,1253.5593511876148,11,0
16,4,1313.6566642958674,749.6037462996579,20,0
16,4,450.18228986639394,450.18228986639394,20,8
16,4,1342.972336835376,1296.1643145600617,16,3
16,4,1187.1034961276855,1163.118005422554,10,2
16,4,1132.563281721031,1063.1880273197633,16,0
16,4,1813.3374047673822,1689.3310995938855,19,3
16,4,872.6106770336468,872.529321555819,12,4
16,4,1378.8742064816583,460.7839718833369,21,0
16,4,857.5570246791631,563.5181750442571,15,4
16,4,872.1508598859575,871.2799718640603,23,11
16,4,1157.4382080562434,1156.5164810736705,16,2
16,4,983.794949882058,946.5630845661533,21,4
16,4,1142.3389556294314,1118.181413348031,19,7
16,4,1332.6448265617041,1312.6625843276872,17,0
16,4,1231.3488700950065,1226.291126330967,18,1
16,4,1007.941082001825,1003.4831543898592,16,10
16,4,1401.4400123016915,1401.2771233303304,12,0
16,4,934.6960075129299,931.1657044008416,12,0
16,4,1445.1685240515903,1325.0285137672827,17,3
16,4,1175.22263524501,1164.2131354962573,16,2
16,4,1106.7623023727356,1077.824369414314,16,0
16,4,1566.1445209162462,1454.2738401250058,21,6
16,4,913.0536082582464,912.474916473655,19,12
16,4,1207.5017633525506,1197.7184183163695,19,4
16,4,891.1623088747035,846.6474137599773,11,0
16,4,1517.0264521301751,1403.9543893871578,19,7
16,4,1100.7882921389473,434.2174074244964,13,0
16,4,1379.2088659504961,1264.339339930975,11,2
16,4,1252.833944061675,1150.607332943864,11,3
16,4,956.5837208467274,899.6055179506941,10,0
16,4,812.4643928394169,773.6453092954703,6,3
16,4,989.7336056877289,856.2897705001287,20,10
16,4,1182.96274249683,1182.1162025104254,17,2
16,4,910.7522227057692,575.3527999243148,25,0
16,4,880.7563319706632,631.3211402735994,23,0
16,4,1235.2232218249771,1084.7530911021936,15,8
16,4,1319.9320211220895,1262.9933880467413,20,0
16,4,1507.6897522002955,1055.4816729692902,16,3
16,4,1287.5763483162393,1213.1285386541606,22,0
16,4,1088.5458373269507,706.9131827066076,17,3
16,4,990.850311138048,918.1703200410484,16,10
16,4,1406.3304281228213,1364.8067333195627,13,2
16,4,1127.7397123790076,925.032295613157,16,6
16,4,976.7495857110421,976.6297299627996,10,0
16,4,921.2559630363279,745.7176143478924,20,1
16,4,1171.067458894021,1157.9009905764688,12,0
16,4,1070.1088297980107,1004.0580909198371,20,10
16,4,895.1504510292378,433.79505438127006,12,1
16,4,1010.2170789421259,1005.9944837288203,14,2
16,4,918.1481247415649,879.3399954519155,14,0
16,4,637.0271343989446,615.0440097203162,13,9
16,4,1422.750287637387,717.3158184010449,13,1
16,4,974.9648234085762,974.6301331756578,15,1
16,4,909.3363652553818,758.6965863672328,16,0
16,4,859.0274407835526,795.0748118074268,19,6
16,4,828.7678878506767,557.1971727723801,19,1
16,4,1208.0467230695203,693.0380392222404,16,1
16,4,1141.7828645008049,623.1943957358019,16,0
16,4,1340.9237312963237,1297.2663052431294,18,9
16,4,1254.8135830210538,1250.0280058720377,19,0
16,4,1439.07192140982,1287.7315532367081,22,11
16,4,1199.1541630206136,882.7331999408616,12,8
16,4,1377.290939413987,1361.4427382012407,13,2
16,4,1292.1485918945386,1289.5641287278538,20,0
16,4,817.9810908507559,788.9195546106379,16,1
16,4,1003.2376065623812,615.2610191786074,10,3
16,4,1090.1036673136318,1082.6240580785905,16,1
16,4,738.9231066206936,423.71179737145104,17,2
16,4,876.4567212879282,633.5413244214691,21,4
16,4,785.8754626567919,785.798764759752,22,11
16,4,1535.3780993517482,1124.68719801328,19,0
16,4,1149.3124046187427,595.6622560570175,15,3
16,4,1184.6105585806959,1120.7941105892537,17,7
16,4,866.2259318949025,865.0597657017282,16,8
16,4,1063.7696872058875,999.2561934269153,16,10
16,4,874.2672655778449,526.1254476992868,23,0
16,4,1015.2534449436978,827.2747025389145,15,4
16,4,1314.4037804212187,742.1299521999872,14,4
16,4,1855.8511308831778,1754.1444762313108,12,0
16,4,1244.3386917610198,367.72121385793514,27,0
16,4,760.015275320413,665.3568404437952,10,0
16,4,1139.3411957186377,1124.532324182856,7,0
16,4,965.3303394900491,858.9094669438558,15,0
16,4,806.646529157027,418.5414573809889,16,0
16,4,1018.6058453536659,383.51349349929677,22,0
16,4,1045.622150390142,1028.9124748661939,9,0
16,4,967.7255543454767,903.6406332915255,21,1
16,4,1226.608039282835,1226.2791755384453,13,0
16,4,1308.615519793465,1308.615519793465,16,0
16,4,1201.8990479004128,904.0347860152413,14,0
16,4,894.3961928632094,778.2730010892305,20,1
16,4,1359.6442371055673,697.6809003819079,8,4
16,4,1269.6336137230562,1162.4667409617907,13,0
16,4,981.8197305864446,909.9421687786147,18,6
16,4,1095.071310697957,678.216692356809,18,6
16,4,528.19654142007,399.1069764341383,11,4
16,4,1208.4987566025154,1082.9920379100422,19,0
16,4,1290.6300948125245,1287.834888109701,17,0
16,4,706.0143474985758,705.6951755831948,13,9
16,4,838.1094226138027,646.308540988064,15,7
16,4,1905.337163937836,1808.2958064033144,12,0
